Year,Month,Day,NO2_trop_mean,NO2_trop_std,Fecha_datetime,SEM
2020,10,17,7.811162723405797e-05,1.3044158730169512e-05,2020-10-17,8.105245857847941e-07
2020,10,18,5.299820283608177e-05,1.1506143395970758e-05,2020-10-18,7.149569629530603e-07
2020,10,20,3.0003531681736707e-05,3.819947046216728e-06,2020-10-20,2.3735996022446637e-07
2020,10,23,6.984157170865052e-05,1.2275142217483106e-05,2020-10-23,7.627402247308929e-07
2020,10,24,0.0001066668826109,4.2910381897945885e-05,2020-10-24,2.6663213958948763e-06
2020,10,26,5.207963060294946e-05,1.7163653670039905e-05,2020-10-26,1.0664975464678333e-06
2020,10,27,0.0001393002674615,4.719405915582984e-05,2020-10-27,2.932496149430478e-06
2020,10,30,0.0002307956122526,9.936593154014404e-05,2020-10-30,6.1742985629590564e-06
2020,10,31,0.00012956283867435002,5.6843892394831626e-05,2020-10-31,3.5321076115973922e-06
2020,11,1,5.855116030599154e-05,1.6336877987058637e-05,2020-11-01,1.0151242052008782e-06
2020,11,2,0.0001196861795103,4.547914324020277e-05,2020-11-02,2.8259364593099854e-06
2020,11,3,6.691888043254119e-05,2.0997518084900104e-05,2020-11-03,1.3047222899020344e-06
2020,11,4,5.8432376910013487e-05,1.873871344833099e-05,2020-11-04,1.164366999055297e-06
2020,11,5,6.957559883049658e-05,1.40866392997961e-05,2020-11-05,8.753011765457612e-07
2020,11,6,7.254463439456661e-05,1.9199033234957216e-05,2020-11-06,1.1929698788654627e-06
2020,11,7,6.098476255060045e-05,1.8038404900858677e-05,2020-11-07,1.1208519432281456e-06
2020,11,8,4.6351540428794974e-05,1.447430412761292e-05,2020-11-08,8.993894968805044e-07
2020,11,10,7.488881169187122e-05,2.107033986347822e-05,2020-11-10,1.309247215053522e-06
2020,11,11,9.634691868485016e-05,3.777427681199352e-05,2020-11-11,2.347179354353297e-06
2020,11,12,0.0001397131830885,6.604406342143405e-05,2020-11-12,4.103778423394488e-06
2020,11,13,0.0001793487305966,7.227099098717635e-05,2020-11-13,4.4907008758376605e-06
2020,11,15,2.508439322061142e-05,5.84810839362929e-06,2020-11-15,3.6338377440990857e-07
2020,11,16,0.0001263186938124,5.232379980377166e-05,2020-11-16,3.251242724036323e-06
2020,11,17,0.0001218895851075,3.3079370394240086e-05,2020-11-17,2.0554520641335985e-06
2020,11,18,0.0001286257330735,3.22530872045749e-06,2020-11-18,2.0041093249123003e-07
2020,11,19,9.028123049382792e-05,5.860144107457912e-05,2020-11-19,3.641316372784434e-06
2020,11,20,7.925700307818578e-05,3.718475221641769e-05,2020-11-20,2.3105480783528064e-06
2020,11,21,6.849477195915992e-05,2.0872490560075952e-05,2020-11-21,1.2969534575176651e-06
2020,11,22,5.877496508856926e-05,1.9368492766889665e-05,2020-11-22,1.2034995818358166e-06
2020,11,23,7.372502783061138e-05,3.1386957762293425e-05,2020-11-23,1.9502906600245815e-06
2020,11,25,0.0001066268524326,2.8760747774580336e-12,2020-11-25,1.787105911471052e-13
2020,11,26,5.969899065361686e-05,1.7950184074040877e-05,2020-11-26,1.1153701677765247e-06
2020,11,27,8.970450054337764e-05,2.6672213978456937e-05,2020-11-27,1.6573307358527724e-06
